Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-09 10:26:49,2014-04-09 10:31:16,1397064409134.0,1397064676572.0,Walk trip
2014-04-09 10:31:16,2014-04-09 10:34:49,1397064676572.0,1397064889203.0,Non-walk trip
2014-04-09 10:34:49,2014-04-09 10:49:20,1397064889203.0,1397065760334.0,Walk trip
2014-04-09 10:49:20,2014-04-09 10:56:55,1397065760334.0,1397066215211.0,Activity
2014-04-09 10:56:55,2014-04-09 11:24:30,1397066215211.0,1397067870046.0,Activity
2014-04-09 11:24:30,2014-04-09 13:10:45,1397067870046.0,1397074245157.0,Activity
2014-04-09 13:10:45,2014-04-09 13:13:14,1397074245157.0,1397074394637.0,Walk trip
2014-04-09 13:13:14,2014-04-09 13:32:44,1397074394637.0,1397075564768.0,Activity
2014-04-09 13:32:44,2014-04-09 13:33:18,1397075564768.0,1397075598288.0,Walk trip
2014-04-09 13:33:18,2014-04-09 16:45:09,1397075598288.0,1397087109769.0,Activity
2014-04-09 16:45:09,2014-04-09 16:50:13,1397087109769.0,1397087413735.0,Hole
2014-04-09 16:50:13,2014-04-09 18:41:54,1397087413735.0,1397094114744.0,Activity
2014-04-09 18:41:54,2014-04-09 18:53:33,1397094114744.0,1397094813688.0,Walk trip
2014-04-09 18:53:33,2014-04-09 19:05:05,1397094813688.0,1397095505336.0,Activity
2014-04-09 19:05:05,2014-04-09 19:07:04,1397095505336.0,1397095624596.0,Walk trip
2014-04-09 19:07:04,2014-04-09 19:14:36,1397095624596.0,1397096076659.0,Non-walk trip
2014-04-09 19:14:36,2014-04-10 02:59:44,1397096076659.0,1397123984158.0,Activity
